crop_name,planting_date,harvest_date,growth_stage,pest_control_measures,yield_prediction
Wheat,2024-04-20,2024-07-26,Seedling,Regular field monitoring,2849
Wheat,2024-08-23,2024-12-05,Flowering,Crop rotation,4514
Tomato,2024-09-14,2025-01-14,Seedling,Neem oil application,4598
Soybean,2023-12-17,2024-03-24,Flowering,Regular field monitoring,3320
Soybean,2024-07-20,2024-11-29,Maturity,Regular field monitoring,1015
Lettuce,2025-02-02,2025-07-02,Vegetative,Chemical pesticides,1601
Barley,2023-07-24,2023-10-08,Vegetative,Chemical pesticides,2496
Cotton,2023-04-16,2023-08-07,Maturity,Chemical pesticides,712
Barley,2023-11-04,2024-02-17,Flowering,Chemical pesticides,4286
Sugarcane,2024-05-26,2024-08-20,Flowering,Chemical pesticides,3559
Cotton,2023-07-03,2023-11-28,Vegetative,Use of organic pesticides,4045
Tomato,2023-08-02,2024-01-07,Maturity,Use of organic pesticides,4327
Wheat,2023-07-18,2023-10-11,Flowering,Biological pest control,4936
Corn,2024-08-18,2024-12-15,Seedling,Use of organic pesticides,2234
Soybean,2024-11-23,2025-04-04,Vegetative,Neem oil application,2266
Barley,2023-07-26,2023-11-17,Seedling,Chemical pesticides,4465
Sugarcane,2024-10-15,2025-03-20,Seedling,Use of organic pesticides,2419
Wheat,2024-05-30,2024-07-31,Vegetative,Crop rotation,2551
Cotton,2024-10-28,2025-03-30,Fruiting,Regular field monitoring,3123
Sugarcane,2024-11-28,2025-04-11,Flowering,Crop rotation,1589
Rice,2023-03-21,2023-07-06,Vegetative,Crop rotation,1027
Lettuce,2025-01-28,2025-04-12,Fruiting,Biological pest control,2812
Potato,2024-11-21,2025-03-17,Flowering,Use of organic pesticides,1602
Cotton,2023-11-10,2024-04-30,Flowering,Biological pest control,2800
Tomato,2023-10-02,2024-02-28,Seedling,Neem oil application,3692
Sugarcane,2023-09-29,2024-01-19,Flowering,Neem oil application,603
Tomato,2024-08-26,2024-12-25,Fruiting,Use of organic pesticides,3274
Lettuce,2024-07-05,2024-10-26,Fruiting,Chemical pesticides,2867
Lettuce,2024-05-30,2024-10-11,Flowering,Crop rotation,4750
Cotton,2024-04-24,2024-06-29,Maturity,Crop rotation,4208
Sugarcane,2023-02-22,2023-07-24,Vegetative,Neem oil application,1319
Lettuce,2024-09-14,2024-11-17,Flowering,Neem oil application,3761
Corn,2024-08-11,2024-10-29,Seedling,Use of organic pesticides,4352
Barley,2023-06-16,2023-11-12,Seedling,Crop rotation,2513
Barley,2023-09-27,2024-03-11,Seedling,Crop rotation,3028
Soybean,2023-04-03,2023-07-05,Vegetative,Neem oil application,927
Soybean,2023-07-28,2023-10-26,Flowering,Neem oil application,654
Barley,2024-06-30,2024-09-23,Flowering,Use of organic pesticides,2926
Sugarcane,2024-08-18,2024-11-29,Vegetative,Neem oil application,1344
Wheat,2024-10-25,2025-04-21,Maturity,Regular field monitoring,805
Cotton,2024-10-22,2025-03-04,Fruiting,Crop rotation,1628
Rice,2024-10-17,2025-03-09,Flowering,Neem oil application,920
Lettuce,2023-06-13,2023-12-04,Flowering,Regular field monitoring,1512
Tomato,2025-01-27,2025-06-14,Seedling,Regular field monitoring,1136
Potato,2024-04-07,2024-07-24,Maturity,Chemical pesticides,1469
Lettuce,2024-08-16,2024-12-19,Fruiting,Chemical pesticides,1983
Lettuce,2025-01-14,2025-05-05,Maturity,Crop rotation,2850
Tomato,2024-07-24,2024-12-16,Fruiting,Regular field monitoring,3790
Sugarcane,2023-04-02,2023-06-11,Seedling,Biological pest control,1504
Wheat,2023-06-03,2023-09-05,Vegetative,Biological pest control,1550
Tomato,2024-01-10,2024-05-18,Flowering,Regular field monitoring,4769
Soybean,2023-10-10,2024-01-06,Maturity,Regular field monitoring,2833
Potato,2023-09-07,2024-02-17,Seedling,Biological pest control,4148
Corn,2024-12-11,2025-05-14,Vegetative,Biological pest control,1630
Lettuce,2024-12-02,2025-04-19,Seedling,Crop rotation,2461
Cotton,2023-09-13,2024-01-20,Flowering,Neem oil application,3747
Lettuce,2024-03-26,2024-06-12,Seedling,Use of organic pesticides,1249
Cotton,2023-11-23,2024-01-26,Seedling,Crop rotation,2321
Soybean,2024-05-01,2024-09-08,Flowering,Regular field monitoring,892
Wheat,2024-02-06,2024-04-24,Vegetative,Neem oil application,4541
Tomato,2023-05-23,2023-08-14,Fruiting,Regular field monitoring,3959
Tomato,2025-01-30,2025-05-17,Fruiting,Use of organic pesticides,4302
Wheat,2024-11-16,2025-04-03,Seedling,Regular field monitoring,2106
Soybean,2024-06-01,2024-09-11,Flowering,Chemical pesticides,1780
Tomato,2023-11-27,2024-04-24,Flowering,Chemical pesticides,2126
Soybean,2023-09-13,2024-01-22,Seedling,Biological pest control,4126
Corn,2023-10-02,2024-03-28,Vegetative,Chemical pesticides,4548
Rice,2023-02-20,2023-04-29,Fruiting,Chemical pesticides,1749
Tomato,2023-03-11,2023-06-20,Fruiting,Neem oil application,583
Sugarcane,2024-05-19,2024-11-02,Vegetative,Chemical pesticides,4478
Wheat,2024-08-28,2025-02-12,Maturity,Regular field monitoring,1933
Potato,2025-01-26,2025-04-21,Fruiting,Biological pest control,3022
Rice,2023-04-09,2023-08-16,Seedling,Chemical pesticides,2452
Cotton,2024-10-15,2025-02-08,Seedling,Crop rotation,4549
Rice,2023-12-23,2024-05-16,Seedling,Biological pest control,2481
Tomato,2023-07-27,2023-12-26,Fruiting,Regular field monitoring,2639
Corn,2024-11-29,2025-04-07,Flowering,Crop rotation,4349
Tomato,2023-05-02,2023-08-06,Maturity,Crop rotation,1200
Corn,2024-12-20,2025-05-19,Fruiting,Regular field monitoring,4005
Lettuce,2024-03-21,2024-07-10,Maturity,Biological pest control,564
Tomato,2023-09-03,2024-01-12,Flowering,Chemical pesticides,1315
Corn,2024-10-07,2025-01-31,Vegetative,Biological pest control,845
Rice,2024-05-10,2024-10-31,Flowering,Biological pest control,3452
Tomato,2024-11-05,2025-03-05,Flowering,Use of organic pesticides,4861
Soybean,2023-05-14,2023-10-07,Vegetative,Crop rotation,1484
Potato,2023-11-06,2024-04-29,Maturity,Chemical pesticides,1961
Lettuce,2023-06-29,2023-12-08,Flowering,Biological pest control,880
Cotton,2023-11-18,2024-02-15,Fruiting,Use of organic pesticides,1167
Wheat,2023-08-16,2024-01-05,Vegetative,Chemical pesticides,3574
Corn,2024-03-12,2024-08-02,Maturity,Crop rotation,3396
Corn,2024-07-05,2024-11-13,Vegetative,Crop rotation,2133
Rice,2024-01-18,2024-04-02,Seedling,Chemical pesticides,4167
Cotton,2023-08-31,2023-11-14,Fruiting,Biological pest control,802
Soybean,2024-09-27,2025-01-28,Flowering,Chemical pesticides,800
Wheat,2024-10-09,2025-03-13,Seedling,Biological pest control,2208
Wheat,2024-05-07,2024-10-15,Flowering,Use of organic pesticides,2748
Soybean,2024-06-26,2024-09-05,Maturity,Crop rotation,2555
Lettuce,2024-06-18,2024-08-24,Maturity,Crop rotation,737
Rice,2025-01-21,2025-04-17,Vegetative,Biological pest control,1548
Cotton,2024-07-30,2024-09-29,Vegetative,Chemical pesticides,1915
Wheat,2025-01-12,2025-05-24,Seedling,Biological pest control,3096
Tomato,2024-08-05,2025-01-05,Vegetative,Neem oil application,1606
Rice,2023-05-23,2023-07-31,Seedling,Use of organic pesticides,4547
Tomato,2023-10-29,2024-01-01,Seedling,Biological pest control,928
Sugarcane,2024-07-26,2024-11-18,Flowering,Crop rotation,2957
Rice,2024-01-10,2024-06-27,Vegetative,Crop rotation,2192
Potato,2023-05-20,2023-07-19,Fruiting,Crop rotation,3057
Tomato,2024-01-23,2024-04-16,Seedling,Use of organic pesticides,2943
Sugarcane,2023-05-01,2023-10-03,Maturity,Use of organic pesticides,1185
Tomato,2024-08-11,2024-12-17,Vegetative,Use of organic pesticides,4546
Barley,2025-01-03,2025-04-02,Fruiting,Crop rotation,1578
Corn,2024-02-25,2024-08-07,Seedling,Use of organic pesticides,1583
Rice,2024-08-08,2025-01-25,Vegetative,Use of organic pesticides,4465
Corn,2024-06-26,2024-12-19,Vegetative,Neem oil application,3475
Sugarcane,2023-06-04,2023-10-29,Flowering,Biological pest control,2166
Lettuce,2023-04-05,2023-07-13,Vegetative,Biological pest control,3633
Potato,2024-04-12,2024-09-04,Flowering,Biological pest control,2253
Soybean,2024-09-04,2025-02-14,Fruiting,Regular field monitoring,2699
Rice,2024-07-18,2024-11-25,Seedling,Use of organic pesticides,1554
Rice,2024-09-17,2025-01-14,Vegetative,Use of organic pesticides,2348
Rice,2025-02-06,2025-05-14,Flowering,Chemical pesticides,2351
Soybean,2024-04-12,2024-07-05,Flowering,Crop rotation,1457
Cotton,2023-11-29,2024-05-07,Seedling,Use of organic pesticides,2632
Cotton,2024-12-10,2025-04-02,Vegetative,Biological pest control,2892
Tomato,2024-11-23,2025-02-06,Fruiting,Biological pest control,2947
Tomato,2024-02-28,2024-06-29,Flowering,Crop rotation,2860
Lettuce,2024-07-16,2024-10-03,Fruiting,Biological pest control,4635
Sugarcane,2024-08-11,2024-12-25,Flowering,Use of organic pesticides,2747
Sugarcane,2023-07-19,2023-10-20,Seedling,Crop rotation,4662
Tomato,2023-04-05,2023-08-10,Seedling,Biological pest control,2624
Potato,2024-06-24,2024-10-25,Vegetative,Neem oil application,2437
Tomato,2023-02-24,2023-07-10,Maturity,Chemical pesticides,2758
Wheat,2024-10-24,2025-03-06,Fruiting,Neem oil application,1502
Corn,2023-03-28,2023-07-25,Flowering,Use of organic pesticides,905
Rice,2023-07-31,2023-12-20,Flowering,Biological pest control,1805
Barley,2023-12-10,2024-04-05,Maturity,Use of organic pesticides,1970
Lettuce,2024-10-15,2025-04-12,Vegetative,Use of organic pesticides,995
Rice,2023-12-17,2024-03-03,Maturity,Neem oil application,1438
Wheat,2023-10-08,2024-01-28,Maturity,Regular field monitoring,2785
Lettuce,2024-07-16,2024-10-17,Seedling,Use of organic pesticides,895
Wheat,2024-09-23,2024-12-17,Flowering,Biological pest control,3253
Lettuce,2024-10-24,2025-04-19,Flowering,Crop rotation,2719
Wheat,2023-07-05,2023-11-01,Maturity,Crop rotation,854
Cotton,2023-03-01,2023-06-10,Seedling,Crop rotation,4319
Soybean,2024-03-02,2024-06-03,Fruiting,Use of organic pesticides,1795
Potato,2024-01-08,2024-07-02,Maturity,Neem oil application,961
Soybean,2024-03-31,2024-08-19,Vegetative,Neem oil application,667
Potato,2024-09-27,2025-03-07,Fruiting,Use of organic pesticides,1595
Cotton,2023-09-14,2023-12-10,Seedling,Use of organic pesticides,1173
Cotton,2024-10-08,2024-12-21,Vegetative,Biological pest control,800
Corn,2023-08-09,2023-11-15,Maturity,Crop rotation,3444
Barley,2023-04-21,2023-07-26,Maturity,Biological pest control,562
Cotton,2024-12-04,2025-02-11,Flowering,Crop rotation,3446
Sugarcane,2025-01-08,2025-04-07,Seedling,Neem oil application,4416
Corn,2024-07-17,2024-11-24,Fruiting,Chemical pesticides,4846
Tomato,2024-03-22,2024-07-15,Seedling,Use of organic pesticides,1307
Soybean,2024-02-14,2024-05-29,Maturity,Regular field monitoring,3425
Potato,2024-08-28,2025-02-10,Flowering,Chemical pesticides,2429
Cotton,2024-03-15,2024-06-16,Seedling,Chemical pesticides,915
Cotton,2024-05-28,2024-09-30,Seedling,Regular field monitoring,2777
Lettuce,2024-11-25,2025-01-26,Maturity,Biological pest control,2269
Soybean,2024-11-14,2025-03-16,Maturity,Use of organic pesticides,3725
Wheat,2024-02-26,2024-06-25,Vegetative,Crop rotation,3267
Potato,2023-04-01,2023-09-12,Fruiting,Use of organic pesticides,765
Rice,2023-06-04,2023-09-14,Seedling,Biological pest control,1863
Sugarcane,2024-11-01,2025-03-28,Vegetative,Use of organic pesticides,4735
Potato,2023-06-06,2023-11-04,Flowering,Regular field monitoring,1491
Soybean,2024-03-28,2024-07-24,Maturity,Chemical pesticides,3687
Barley,2023-12-03,2024-05-30,Flowering,Neem oil application,2422
Lettuce,2024-11-17,2025-03-06,Fruiting,Crop rotation,1039
Barley,2024-08-27,2025-01-24,Seedling,Neem oil application,4227
Wheat,2024-07-14,2024-10-25,Flowering,Neem oil application,661
Soybean,2024-02-11,2024-05-23,Fruiting,Chemical pesticides,1329
Potato,2024-07-26,2024-09-24,Flowering,Biological pest control,3824
Tomato,2023-07-18,2023-10-01,Fruiting,Chemical pesticides,4395
Tomato,2024-06-25,2024-12-09,Flowering,Neem oil application,4890
Corn,2024-04-11,2024-07-24,Maturity,Use of organic pesticides,4696
Soybean,2024-08-01,2025-01-25,Maturity,Use of organic pesticides,2657
Cotton,2024-04-24,2024-08-18,Flowering,Regular field monitoring,2756
Sugarcane,2024-01-18,2024-05-24,Seedling,Regular field monitoring,4511
Potato,2023-11-18,2024-05-14,Flowering,Chemical pesticides,1519
Sugarcane,2024-10-31,2025-03-13,Flowering,Regular field monitoring,2999
Tomato,2023-10-12,2024-01-24,Fruiting,Crop rotation,2461
Cotton,2024-03-12,2024-06-08,Flowering,Biological pest control,3708
Cotton,2024-06-04,2024-10-06,Seedling,Regular field monitoring,963
Barley,2024-12-23,2025-06-15,Maturity,Crop rotation,4495
Tomato,2024-01-01,2024-04-04,Flowering,Biological pest control,3710
Sugarcane,2023-07-03,2023-11-29,Seedling,Chemical pesticides,2668
Soybean,2024-12-21,2025-05-30,Flowering,Regular field monitoring,2621
Soybean,2024-09-15,2024-12-27,Maturity,Regular field monitoring,2575
Rice,2024-01-12,2024-03-16,Vegetative,Crop rotation,1387
Sugarcane,2024-01-29,2024-06-20,Maturity,Use of organic pesticides,4757
Corn,2024-03-18,2024-08-26,Flowering,Regular field monitoring,848
Tomato,2024-03-27,2024-09-19,Seedling,Crop rotation,1415
Sugarcane,2024-03-15,2024-07-23,Seedling,Neem oil application,1463
Rice,2024-08-19,2025-01-29,Fruiting,Biological pest control,759
Lettuce,2024-11-01,2025-04-10,Maturity,Biological pest control,4401
Sugarcane,2023-11-03,2024-03-01,Vegetative,Neem oil application,4953
Sugarcane,2023-08-26,2023-12-03,Maturity,Use of organic pesticides,1718
Soybean,2024-12-09,2025-02-25,Maturity,Biological pest control,4594
Corn,2023-08-20,2023-12-26,Maturity,Regular field monitoring,4842
Soybean,2024-05-10,2024-07-09,Fruiting,Chemical pesticides,1633
Soybean,2024-09-10,2025-02-05,Fruiting,Biological pest control,3651
Cotton,2023-11-06,2024-01-18,Flowering,Use of organic pesticides,4796
Rice,2024-12-17,2025-06-04,Seedling,Chemical pesticides,1999
Corn,2023-07-04,2023-09-13,Seedling,Crop rotation,1735
Sugarcane,2024-07-31,2024-12-27,Fruiting,Use of organic pesticides,717
Tomato,2024-12-15,2025-02-21,Fruiting,Regular field monitoring,1960
Soybean,2024-06-14,2024-10-20,Maturity,Regular field monitoring,3198
Tomato,2024-06-24,2024-11-03,Fruiting,Crop rotation,1357
Potato,2024-12-27,2025-04-13,Seedling,Crop rotation,2330
Rice,2023-05-03,2023-09-05,Seedling,Crop rotation,2967
Soybean,2024-09-18,2024-12-08,Seedling,Use of organic pesticides,1860
Sugarcane,2025-02-13,2025-07-18,Fruiting,Biological pest control,3119
Wheat,2023-10-21,2023-12-29,Flowering,Regular field monitoring,4129
Rice,2024-07-31,2024-12-16,Vegetative,Biological pest control,1645
Cotton,2025-02-09,2025-04-28,Maturity,Biological pest control,4440
Cotton,2023-12-09,2024-05-28,Maturity,Regular field monitoring,4390
Lettuce,2024-05-12,2024-11-03,Seedling,Crop rotation,3984
Tomato,2024-06-17,2024-10-06,Maturity,Chemical pesticides,3280
Sugarcane,2024-09-13,2025-03-02,Vegetative,Chemical pesticides,2923
Rice,2023-09-09,2023-12-09,Flowering,Chemical pesticides,518
Potato,2023-06-23,2023-12-14,Vegetative,Crop rotation,4170
Barley,2023-03-24,2023-06-10,Flowering,Chemical pesticides,1761
Soybean,2023-03-03,2023-08-09,Maturity,Neem oil application,3734
Rice,2023-04-28,2023-07-23,Fruiting,Neem oil application,974
Potato,2023-12-23,2024-05-03,Maturity,Use of organic pesticides,1229
Soybean,2024-01-29,2024-06-15,Seedling,Neem oil application,3650
Sugarcane,2023-04-27,2023-07-09,Maturity,Crop rotation,2666
Tomato,2024-04-12,2024-09-12,Vegetative,Chemical pesticides,2118
Sugarcane,2024-03-22,2024-08-30,Fruiting,Biological pest control,2527
Lettuce,2023-08-06,2023-12-18,Flowering,Chemical pesticides,3472
Rice,2023-11-30,2024-05-11,Flowering,Crop rotation,3639
Wheat,2024-01-11,2024-05-23,Fruiting,Crop rotation,2278
Corn,2024-01-22,2024-04-08,Flowering,Use of organic pesticides,2650
Sugarcane,2024-10-18,2025-01-10,Flowering,Neem oil application,3558
Cotton,2023-09-26,2024-02-10,Fruiting,Biological pest control,3690
Corn,2023-07-12,2023-10-10,Vegetative,Regular field monitoring,3744
Lettuce,2024-05-24,2024-08-09,Flowering,Use of organic pesticides,533
Barley,2024-06-16,2024-08-31,Vegetative,Crop rotation,2043
Lettuce,2025-01-23,2025-07-18,Seedling,Use of organic pesticides,1648
Rice,2024-05-30,2024-08-29,Flowering,Use of organic pesticides,1847
Sugarcane,2024-03-01,2024-06-17,Seedling,Biological pest control,2701
Cotton,2024-02-27,2024-05-01,Vegetative,Crop rotation,1849
Tomato,2023-10-28,2024-02-25,Vegetative,Neem oil application,4130
Soybean,2024-12-05,2025-05-21,Vegetative,Neem oil application,3954
Lettuce,2024-09-02,2024-11-09,Fruiting,Chemical pesticides,2462
Soybean,2023-12-01,2024-05-04,Flowering,Use of organic pesticides,3311
Sugarcane,2023-09-11,2024-01-08,Vegetative,Use of organic pesticides,1310
Rice,2024-01-15,2024-05-26,Maturity,Biological pest control,1857
Barley,2024-04-05,2024-06-23,Flowering,Use of organic pesticides,2965
Rice,2023-04-11,2023-07-13,Maturity,Neem oil application,1952
Potato,2023-09-21,2024-03-07,Vegetative,Use of organic pesticides,709
Sugarcane,2023-04-12,2023-09-23,Vegetative,Chemical pesticides,2211
Barley,2024-04-23,2024-07-05,Flowering,Regular field monitoring,2900
Lettuce,2024-06-04,2024-11-18,Maturity,Chemical pesticides,1919
Tomato,2024-10-17,2025-03-04,Seedling,Use of organic pesticides,3820
Corn,2024-11-23,2025-01-30,Maturity,Regular field monitoring,910
Lettuce,2023-07-21,2023-11-22,Maturity,Chemical pesticides,3766
Rice,2023-11-28,2024-02-16,Maturity,Use of organic pesticides,577
Rice,2024-11-10,2025-01-09,Seedling,Use of organic pesticides,4389
Corn,2025-02-11,2025-06-06,Vegetative,Use of organic pesticides,985
Barley,2024-07-31,2024-10-02,Fruiting,Biological pest control,2775
Sugarcane,2023-11-30,2024-04-29,Seedling,Chemical pesticides,1069
Barley,2023-08-30,2023-11-12,Flowering,Neem oil application,569
Barley,2024-08-09,2024-11-04,Maturity,Crop rotation,2956
Lettuce,2023-03-08,2023-05-18,Fruiting,Regular field monitoring,4235
Barley,2024-05-05,2024-08-22,Seedling,Crop rotation,905
Wheat,2023-12-23,2024-06-12,Maturity,Use of organic pesticides,4873
Barley,2024-02-12,2024-07-13,Vegetative,Biological pest control,1774
Potato,2025-01-03,2025-04-24,Seedling,Crop rotation,4007
Rice,2023-10-19,2024-01-25,Vegetative,Biological pest control,1158
Soybean,2024-02-26,2024-07-14,Flowering,Neem oil application,756
Cotton,2024-03-31,2024-06-16,Flowering,Crop rotation,926
Cotton,2023-12-24,2024-05-17,Seedling,Crop rotation,1403
Cotton,2024-01-05,2024-04-30,Flowering,Regular field monitoring,2976
Cotton,2023-12-05,2024-02-24,Fruiting,Biological pest control,2602
Tomato,2024-12-20,2025-06-09,Vegetative,Use of organic pesticides,762
Sugarcane,2023-11-09,2024-03-10,Seedling,Crop rotation,2569
Barley,2024-10-11,2024-12-27,Seedling,Chemical pesticides,3073
Barley,2024-05-18,2024-08-09,Maturity,Crop rotation,868
Tomato,2023-04-25,2023-07-22,Seedling,Regular field monitoring,1188
Potato,2024-04-25,2024-08-30,Fruiting,Crop rotation,3014
